AISP 06-BROTAS,11,4,8,0,120,0,1,6,
AISP 07-RIO VERMELHO,3,3,3,0,64,0,4,10,
AISP 09-BOCA DO RIO,7,0,0,0,4,0,0,10,
AISP 12-ITAPUÃ,11,3,7,0,150,0,2,29,
AISP 14-BARRA,0,1,0,0,2,0,0,4,
AISP 15-NORDESTE,1,0,7,0,12,0,0,0,
AISP 16-PITUBA,7,0,6,0,2,0,0,9,
AISP 01-BARRIS,2,1,5,0,116,0,12,8,
AISP 02-LIBERDADE,3,0,3,0,47,0,0,23,
AISP 03-BONFIM,6,1,9,0,123,1,1,17,
AISP 04-SÃO CAETANO,8,0,18,0,14,0,1,37,
AISP 05-PERIPERI,3,3,12,1,75,1,7,19,
AISP 08-CIA,0,0,1,0,16,1,8,11,
AISP 10-PAU DA LIMA,6,0,1,0,7,0,0,27,
AISP 11-TANCREDO NEVES,14,1,14,0,33,1,2,28,
AISP 13-CAJAZEIRAS,4,0,8,0,88,0,3,30,
