AISP 06-BROTAS,10,3,6,0,113,2,2,20,
AISP 07-RIO VERMELHO,6,1,3,0,89,0,7,8,
AISP 09-BOCA DO RIO,1,0,2,0,10,0,0,15,
AISP 12-ITAPUÃ,3,1,1,0,112,0,2,39,
AISP 14-BARRA,0,0,0,0,3,0,3,1,
AISP 15-NORDESTE,0,0,5,0,5,0,0,0,
AISP 16-PITUBA,3,3,6,0,28,0,1,8,
AISP 01-BARRIS,7,0,11,0,83,0,9,12,
AISP 02-LIBERDADE,4,1,3,1,104,0,2,15,
AISP 03-BONFIM,6,0,8,0,134,2,2,8,
AISP 04-SÃO CAETANO,8,0,7,0,21,0,0,39,
AISP 05-PERIPERI,10,4,19,1,92,1,3,24,
AISP 08-CIA,2,0,3,0,6,1,6,7,
AISP 10-PAU DA LIMA,9,0,3,0,73,2,0,36,
AISP 11-TANCREDO NEVES,12,0,12,0,22,0,1,31,
AISP 13-CAJAZEIRAS,3,0,8,1,68,0,1,14,
