AISP 06-BROTAS,8,3,4,0,127,0,1,15,
AISP 07-RIO VERMELHO,1,1,4,0,95,0,4,12,
AISP 09-BOCA DO RIO,4,0,0,0,0,0,0,16,
AISP 12-ITAPUÃ,10,3,4,0,118,1,0,24,
AISP 14-BARRA,1,0,0,0,0,0,7,4,
AISP 15-NORDESTE,0,0,5,0,5,0,0,1,
AISP 16-PITUBA,1,0,7,0,2,0,0,7,
AISP 01-BARRIS,5,1,5,0,91,0,10,5,
AISP 02-LIBERDADE,3,0,8,0,13,0,1,16,
AISP 03-BONFIM,5,0,16,0,193,1,3,19,
AISP 04-SÃO CAETANO,2,0,10,0,15,0,3,31,
AISP 05-PERIPERI,5,1,14,2,96,0,3,26,
AISP 08-CIA,0,0,3,0,17,1,3,9,
AISP 10-PAU DA LIMA,11,0,1,0,2,0,0,32,
AISP 11-TANCREDO NEVES,15,0,14,0,6,1,0,27,
AISP 13-CAJAZEIRAS,1,0,6,0,62,0,2,18,
