AISP 06-BROTAS,6,6,7,0,102,2,7,20,
AISP 07-RIO VERMELHO,0,11,4,0,90,0,3,10,
AISP 09-BOCA DO RIO,5,1,2,0,4,0,1,32,
AISP 12-ITAPUÃ,5,2,2,1,115,0,12,50,
AISP 14-BARRA,0,0,1,1,4,0,0,5,
AISP 15-NORDESTE,0,0,1,1,13,0,0,3,
AISP 16-PITUBA,1,0,9,0,31,0,2,16,
AISP 01-BARRIS,1,1,14,0,108,0,11,8,
AISP 02-LIBERDADE,13,6,6,1,84,0,4,17,
AISP 03-BONFIM,5,0,19,0,153,5,9,27,
AISP 04-SÃO CAETANO,7,0,22,0,11,2,2,38,
AISP 05-PERIPERI,4,4,18,1,79,3,6,12,
AISP 08-CIA,0,0,4,0,13,0,4,10,
AISP 10-PAU DA LIMA,7,6,8,0,92,1,3,34,
AISP 11-TANCREDO NEVES,7,5,14,0,233,3,5,56,
AISP 13-CAJAZEIRAS,5,3,18,2,65,0,2,25,
